"id","alias.x","name","image_url","is_closed","url","review_count","rating","price","phone","display_phone","distance","coordinates.latitude","coordinates.longitude","location.address1","location.address2","location.address3","location.city","location.zip_code","location.country","location.state","alias1","category","alias.y","parent_aliases"
"wuba10gZw-FUp7iWFQzdqA","alma-cocina-atlanta","Alma Cocina","https://s3-media3.fl.yelpcdn.com/bphoto/j7WyC6LaZ2sovjAnUfnWtw/o.jpg",FALSE,"https://www.yelp.com/biz/alma-cocina-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",993,4,"$$",14049689662,"(404) 968-9662",6144.98345969721,33.759156314923,-84.3874444429916,"191 Peachtree St NE","","","Atlanta",30303,"US","GA","mexican","Mexican","mexican","restaurants"
"sf_qabw7syBl8zYzfWwJzg","vortex-bar-and-grill-atlanta","Vortex Bar & Grill","https://s3-media1.fl.yelpcdn.com/bphoto/Hw1VWNQe_map1oFjzrXp9w/o.jpg",FALSE,"https://www.yelp.com/biz/vortex-bar-and-grill-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1181,4,"$$",14046881828,"(404) 688-1828",5681.4788481153,33.7662727,-84.3493438,"438 Moreland Ave NE","","","Atlanta",30307,"US","GA","tradamerican","American (Traditional)","tradamerican","restaurants"
"mEzP1dtTlUY6BBAMDF100w","hankook-taqueria-atlanta","Hankook Taqueria","https://s3-media4.fl.yelpcdn.com/bphoto/i8mlTnGmgjy_sNSl46IgTg/o.jpg",FALSE,"https://www.yelp.com/biz/hankook-taqueria-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",884,4,"$",14043528881,"(404) 352-8881",5362.61152906014,33.811352,-84.431628,"1341 Collier Rd NW","","","Atlanta",30318,"US","GA","mexican","Mexican","mexican","restaurants"
"mEzP1dtTlUY6BBAMDF100w","hankook-taqueria-atlanta","Hankook Taqueria","https://s3-media4.fl.yelpcdn.com/bphoto/i8mlTnGmgjy_sNSl46IgTg/o.jpg",FALSE,"https://www.yelp.com/biz/hankook-taqueria-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",884,4,"$",14043528881,"(404) 352-8881",5362.61152906014,33.811352,-84.431628,"1341 Collier Rd NW","","","Atlanta",30318,"US","GA","korean","Korean","korean","restaurants"
"rP90TP7gOMzBFTrKWEEsOw","ecco-midtown-atlanta","Ecco- Midtown","https://s3-media3.fl.yelpcdn.com/bphoto/pge-WyDG1iUvBSXypXOcWw/o.jpg",FALSE,"https://www.yelp.com/biz/ecco-midtown-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",852,4,"$$$",14043479555,"(404) 347-9555",3996.05110254479,33.7789,-84.38604,"40 7th St NE",NA,"","Atlanta",30308,"US","GA","italian","Italian","italian","restaurants"
"bAybZImsqUwinMrzZlzVIQ","true-food-kitchen-atlanta-7","True Food Kitchen","https://s3-media4.fl.yelpcdn.com/bphoto/h0pgS_DqcGKxxY081Gnrfw/o.jpg",FALSE,"https://www.yelp.com/biz/true-food-kitchen-atlanta-7?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1014,4,"$$",14044812980,"(404) 481-2980",3938.40045900415,33.847687,-84.363843,"3393 Peachtree Rd NE","Ste 3058B","","Atlanta",30326,"US","GA","vegan","Vegan","vegan","restaurants"
"bAybZImsqUwinMrzZlzVIQ","true-food-kitchen-atlanta-7","True Food Kitchen","https://s3-media4.fl.yelpcdn.com/bphoto/h0pgS_DqcGKxxY081Gnrfw/o.jpg",FALSE,"https://www.yelp.com/biz/true-food-kitchen-atlanta-7?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1014,4,"$$",14044812980,"(404) 481-2980",3938.40045900415,33.847687,-84.363843,"3393 Peachtree Rd NE","Ste 3058B","","Atlanta",30326,"US","GA","newamerican","American (New)","newamerican","restaurants"
"3ehyrexo3WcoTy74c2jDKA","the-flying-biscuit-cafe-atlanta-8","The Flying Biscuit Cafe","https://s3-media2.fl.yelpcdn.com/bphoto/jEqNxTEXv4_cOslKm_ZPlQ/o.jpg",FALSE,"https://www.yelp.com/biz/the-flying-biscuit-cafe-atlanta-8?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1330,4,"$$",14048748887,"(404) 874-8887",3521.89971372007,33.782,-84.38015,"1001 Piedmont Ave","","","Atlanta",30309,"US","GA","tradamerican","American (Traditional)","tradamerican","restaurants"
"uZaT6J821lHMFrfrFno7lg","herban-fix-vegan-kitchen-atlanta","Herban Fix - Vegan Kitchen","https://s3-media1.fl.yelpcdn.com/bphoto/2ng_LQxQ-ELVeUKba7MZ8w/o.jpg",FALSE,"https://www.yelp.com/biz/herban-fix-vegan-kitchen-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",589,4.5,"$$",14048158787,"(404) 815-8787",4908.96180929354,33.7700811335769,-84.3849544543691,"565-A Peachtree St NE",NA,"","Atlanta",30308,"US","GA","vegan","Vegan","vegan","restaurants"
"Ln-8CbKGZGmF-GCqMoMcpA","bartaco-atlanta-4","bartaco","https://s3-media2.fl.yelpcdn.com/bphoto/wZq1QHPuvr-q62Ke-dp4Eg/o.jpg",FALSE,"https://www.yelp.com/biz/bartaco-atlanta-4?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1073,4,"$$",14046078226,"(404) 607-8226",5050.26303324274,33.77873,-84.40932,"969 Marietta St NW","","","Atlanta",30318,"US","GA","mexican","Mexican","mexican","restaurants"
"qJAoMZ773AMxN3ewp8cbQA","purnima-bangladeshi-cuisine-atlanta","Purnima Bangladeshi Cuisine","https://s3-media4.fl.yelpcdn.com/bphoto/JLpVl663HmcisbXBpUzPrA/o.jpg",FALSE,"https://www.yelp.com/biz/purnima-bangladeshi-cuisine-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",647,4.5,"$$",17706098587,"(770) 609-8587",10279.9224756135,33.87739,-84.293481,"4646 Buford Hwy NE","","","Atlanta",30341,"US","GA","indpak","Indian","indpak","restaurants"
"crq0Y_sVNe-CddE6nj-yjg","murphys-atlanta","Murphy's","https://s3-media2.fl.yelpcdn.com/bphoto/VAwm-2xPlPB8xSgaDMBSqw/o.jpg",FALSE,"https://www.yelp.com/biz/murphys-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",992,4,"$$",14048720904,"(404) 872-0904",3881.98343991832,33.7820899,-84.35487,"997 Virginia Ave NE","","","Atlanta",30306,"US","GA","tradamerican","American (Traditional)","tradamerican","restaurants"
"WpC8T9oazzH7A7yR5e56Vg","gusto-atlanta-2","gusto!","https://s3-media2.fl.yelpcdn.com/bphoto/8xXbyGIPEvwji9c7_1Mqyw/o.jpg",FALSE,"https://www.yelp.com/biz/gusto-atlanta-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",413,4.5,"$",14043524157,"(404) 352-4157",1939.59714474974,33.8075938694564,-84.3935011499407,"1935 Peachtree Rd NE",NA,"","Atlanta",30309,"US","GA","newamerican","American (New)","newamerican","restaurants"
"WpC8T9oazzH7A7yR5e56Vg","gusto-atlanta-2","gusto!","https://s3-media2.fl.yelpcdn.com/bphoto/8xXbyGIPEvwji9c7_1Mqyw/o.jpg",FALSE,"https://www.yelp.com/biz/gusto-atlanta-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",413,4.5,"$",14043524157,"(404) 352-4157",1939.59714474974,33.8075938694564,-84.3935011499407,"1935 Peachtree Rd NE",NA,"","Atlanta",30309,"US","GA","mediterranean","Mediterranean","mediterranean","restaurants"
"0qJXSTFBnNoh5lMD3LgE0Q","bacchanalia-atlanta","Bacchanalia","https://s3-media2.fl.yelpcdn.com/bphoto/ZeoJ8wL2wx_KxP-BQMyGpg/o.jpg",FALSE,"https://www.yelp.com/biz/bacchanalia-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",608,4.5,"$$$$",14043650410,"(404) 365-0410",5368.16868949518,33.7956450932669,-84.427742664341,"1460 Ellsworth Industrial Blvd NW","","","Atlanta",30318,"US","GA","newamerican","American (New)","newamerican","restaurants"
"vdjzMgnuWrxYnywghyjwXA","lees-bakery-atlanta","Lee's Bakery","https://s3-media4.fl.yelpcdn.com/bphoto/yGKzcIwCQM4DI87SME68pA/o.jpg",FALSE,"https://www.yelp.com/biz/lees-bakery-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",849,4,"$",14047281008,"(404) 728-1008",7930.45352886656,33.8600684008012,-84.3088930037048,"4005 Buford Hwy NE","Ste C","","Atlanta",30345,"US","GA","vietnamese","Vietnamese","vietnamese","restaurants"
"yyakxBb3bLHcnIxHUKJNgw","the-general-muir-atlanta","The General Muir","https://s3-media1.fl.yelpcdn.com/bphoto/3nIVLZs5ZVDEaFFg4XUb6w/o.jpg",FALSE,"https://www.yelp.com/biz/the-general-muir-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",904,4,"$$",16789279131,"(678) 927-9131",4492.12535137884,33.80118,-84.327214,"1540 Avenue PlI'm","Ste B-230","Emory Point","Atlanta",30329,"US","GA","tradamerican","American (Traditional)","tradamerican","restaurants"
"viqkunBBI6QOIZehME-7gg","hattie-bs-hot-chicken-atlanta-atlanta","Hattie B's Hot Chicken - Atlanta","https://s3-media2.fl.yelpcdn.com/bphoto/p5toIh0CNj6IGwbmICrdGA/o.jpg",FALSE,"https://www.yelp.com/biz/hattie-bs-hot-chicken-atlanta-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",674,4.5,"$$",16788884884,"(678) 888-4884",6119.24742436437,33.7624,-84.34882,"299 Moreland Ave NE",NA,"","Atlanta",30307,"US","GA","tradamerican","American (Traditional)","tradamerican","restaurants"
"ZdEohT36LcY3eKh4fJMGRQ","cafe-agora-atlanta-3","Cafe Agora","https://s3-media2.fl.yelpcdn.com/bphoto/WQj5mAgMli3KxgOLQNTIcA/o.jpg",FALSE,"https://www.yelp.com/biz/cafe-agora-atlanta-3?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",653,4,"$$",14049490900,"(404) 949-0900",2956.41762814461,33.839617,-84.377384,"318 E Paces Ferry Rd NE",NA,"","Atlanta",30305,"US","GA","mediterranean","Mediterranean","mediterranean","restaurants"
"7lghBEn9pRjL7HuoOo-OZA","cafe-sunflower-buckhead-atlanta","Cafe Sunflower Buckhead","https://s3-media2.fl.yelpcdn.com/bphoto/KA24vraS1pvk5fcTajTucA/o.jpg",FALSE,"https://www.yelp.com/biz/cafe-sunflower-buckhead-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",507,4.5,"$$",14043528859,"(404) 352-8859",1814.25325076129,33.8126175864874,-84.3932511177215,"2140 Peachtree Rd","Ste 105","","Atlanta",30309,"US","GA","vegan","Vegan","vegan","restaurants"
"jx0yeEipLwhKDlwWcyGt9Q","26-thai-kitchen-and-bar-atlanta","26 Thai Kitchen & Bar","https://s3-media2.fl.yelpcdn.com/bphoto/l-k18hP8H9Pb97QFgNWhEw/o.jpg",FALSE,"https://www.yelp.com/biz/26-thai-kitchen-and-bar-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",428,4.5,"$$",14044005995,"(404) 400-5995",1096.80251788252,33.8223662077717,-84.369201734662,"541 Main St NE","Ste F170",NA,"Atlanta",30324,"US","GA","thai","Thai","thai","restaurants"
"zofErJnOL4I0QKoVr_ZN6g","pho-dai-loi-2-atlanta","Pho Dai Loi 2","https://s3-media1.fl.yelpcdn.com/bphoto/p5FJGCn7puRcvaBtPhwv2w/o.jpg",FALSE,"https://www.yelp.com/biz/pho-dai-loi-2-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",952,4,"$",14046332111,"(404) 633-2111",8561.05745806043,33.86495,-84.304981,"4186 Buford Hwy NE","Ste G","","Atlanta",30345,"US","GA","vietnamese","Vietnamese","vietnamese","restaurants"
"uO4A77jXMPfZmlbf_52zRw","boccalupo-atlanta","BoccaLupo","https://s3-media1.fl.yelpcdn.com/bphoto/yj_hJxF3q_qpHA77EoS-RA/o.jpg",FALSE,"https://www.yelp.com/biz/boccalupo-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",458,4.5,"$$",14045772332,"(404) 577-2332",6577.37599740094,33.7547495778871,-84.3628013134003,"753 Edgewood Ave NE","","","Atlanta",30307,"US","GA","italian","Italian","italian","restaurants"
"uO4A77jXMPfZmlbf_52zRw","boccalupo-atlanta","BoccaLupo","https://s3-media1.fl.yelpcdn.com/bphoto/yj_hJxF3q_qpHA77EoS-RA/o.jpg",FALSE,"https://www.yelp.com/biz/boccalupo-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",458,4.5,"$$",14045772332,"(404) 577-2332",6577.37599740094,33.7547495778871,-84.3628013134003,"753 Edgewood Ave NE","","","Atlanta",30307,"US","GA","tradamerican","American (Traditional)","tradamerican","restaurants"
"EmJOkTKIwgm7QJbls7hN3w","seven-lamps-atlanta","Seven Lamps","https://s3-media2.fl.yelpcdn.com/bphoto/q4kVVMEE0P_FWP8ZKo-NjA/o.jpg",FALSE,"https://www.yelp.com/biz/seven-lamps-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",770,4,"$$",14044678950,"(404) 467-8950",3832.20700339082,33.847036028129,-84.3656622761963,"3400 Around Lenox Rd",NA,"","Atlanta",30326,"US","GA","newamerican","American (New)","newamerican","restaurants"
"sQNXJVQ-nmy8tHWTuWG_MQ","king-duke-atlanta","King + Duke","https://s3-media4.fl.yelpcdn.com/bphoto/wDDf7Xab_U376uFY0aJNqQ/o.jpg",FALSE,"https://www.yelp.com/biz/king-duke-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",723,4,"$$$",14044773500,"(404) 477-3500",2964.49587476764,33.8392039031944,-84.3807741437533,"3060 Peachtree Rd NW","","","Atlanta",30305,"US","GA","newamerican","American (New)","newamerican","restaurants"
"sQNXJVQ-nmy8tHWTuWG_MQ","king-duke-atlanta","King + Duke","https://s3-media4.fl.yelpcdn.com/bphoto/wDDf7Xab_U376uFY0aJNqQ/o.jpg",FALSE,"https://www.yelp.com/biz/king-duke-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",723,4,"$$$",14044773500,"(404) 477-3500",2964.49587476764,33.8392039031944,-84.3807741437533,"3060 Peachtree Rd NW","","","Atlanta",30305,"US","GA","tradamerican","American (Traditional)","tradamerican","restaurants"
"48UX4Sx-4Nc-uFhVKw7ZrA","wrecking-bar-brewpub-atlanta","Wrecking Bar Brewpub","https://s3-media4.fl.yelpcdn.com/bphoto/UzpRI38w183CHf8IRmoL2A/o.jpg",FALSE,"https://www.yelp.com/biz/wrecking-bar-brewpub-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",645,4,"$$",14042212600,"(404) 221-2600",6073.97944122142,33.762272,-84.349724,"292 Moreland Ave NE","","","Atlanta",30307,"US","GA","newamerican","American (New)","newamerican","restaurants"
"BSTBdhf-F8IhZgqDNkmhOw","r-thomas-deluxe-grill-atlanta","R. Thomas Deluxe Grill","https://s3-media3.fl.yelpcdn.com/bphoto/fFHPUsVMlM_N4MmRQ5NNlQ/o.jpg",FALSE,"https://www.yelp.com/biz/r-thomas-deluxe-grill-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",941,4,"$$",14048810246,"(404) 881-0246",2094.39560207595,33.804511,-84.393731,"1812 Peachtree St NW","","","Atlanta",30309,"US","GA","vegan","Vegan","vegan","restaurants"
"BSTBdhf-F8IhZgqDNkmhOw","r-thomas-deluxe-grill-atlanta","R. Thomas Deluxe Grill","https://s3-media3.fl.yelpcdn.com/bphoto/fFHPUsVMlM_N4MmRQ5NNlQ/o.jpg",FALSE,"https://www.yelp.com/biz/r-thomas-deluxe-grill-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",941,4,"$$",14048810246,"(404) 881-0246",2094.39560207595,33.804511,-84.393731,"1812 Peachtree St NW","","","Atlanta",30309,"US","GA","tradamerican","American (Traditional)","tradamerican","restaurants"
"klJKIbiGWDpPIVhWeb4tZQ","folk-art-restaurant-atlanta-2","Folk Art Restaurant","https://s3-media3.fl.yelpcdn.com/bphoto/pvSz0-3ebIDhQFYSHKa-cw/o.jpg",FALSE,"https://www.yelp.com/biz/folk-art-restaurant-atlanta-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",756,4,"$$",14045374493,"(404) 537-4493",5510.99246560407,33.766971,-84.352169,"465 N Highland Ave NE","","","Atlanta",30307,"US","GA","tradamerican","American (Traditional)","tradamerican","restaurants"
"fYD-MJa3m4GprzhqyUsmwQ","st-cecilia-atlanta","St. Cecilia","https://s3-media1.fl.yelpcdn.com/bphoto/BwliGWYyECW1NyEObCY16Q/o.jpg",FALSE,"https://www.yelp.com/biz/st-cecilia-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",537,4,"$$$",14045549995,"(404) 554-9995",4355.85563609891,33.8509665625387,-84.3610457396753,"3455 Peachtree Rd NE",NA,"","Atlanta",30326,"US","GA","italian","Italian","italian","restaurants"
"bcXr24FtZx33vywpAa0qsw","local-three-atlanta","Local Three","https://s3-media2.fl.yelpcdn.com/bphoto/4ydCN91Isvrs8Wzl6YBMiw/o.jpg",FALSE,"https://www.yelp.com/biz/local-three-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",589,4,"$$",14049682700,"(404) 968-2700",6006.14054648774,33.844578,-84.426564,"3290 Northside Pkwy","Ste 120","","Atlanta",30327,"US","GA","tradamerican","American (Traditional)","tradamerican","restaurants"
