"id","alias.x","name","image_url","is_closed","url","review_count","rating","price","phone","display_phone","distance","coordinates.latitude","coordinates.longitude","location.address1","location.address2","location.address3","location.city","location.zip_code","location.country","location.state","alias1","category","alias.y","parent_aliases"
"CxQ1m2iY4wQpXC64tSfWgQ","antico-pizza-atlanta","Antico Pizza","https://s3-media1.fl.yelpcdn.com/bphoto/AmXi6EfsfObCH1xoeySHlQ/o.jpg",FALSE,"https://www.yelp.com/biz/antico-pizza-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",2869,4,"$$",14047242333,"(404) 724-2333",4341.71239057537,33.7846416243576,-84.405652364418,"1093 Hemphill Ave NW","","","Atlanta",30318,"US","GA","pizza","Pizza","pizza","restaurants"
"GJxFtnTqTiokFedNrW9iDQ","atlanta-breakfast-club-atlanta","Atlanta Breakfast Club","https://s3-media4.fl.yelpcdn.com/bphoto/NkODweIlbl2cgh3uTsF1Jw/o.jpg",FALSE,"https://www.yelp.com/biz/atlanta-breakfast-club-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",2127,4.5,"$$",14704283825,"(470) 428-3825",5762.71876929887,33.7646651,-84.3954503,"249 Ivan Allen Jr Blvd","","","Atlanta",30313,"US","GA","breakfast_brunch","Breakfast & Brunch","breakfast_brunch","restaurants"
"GJxFtnTqTiokFedNrW9iDQ","atlanta-breakfast-club-atlanta","Atlanta Breakfast Club","https://s3-media4.fl.yelpcdn.com/bphoto/NkODweIlbl2cgh3uTsF1Jw/o.jpg",FALSE,"https://www.yelp.com/biz/atlanta-breakfast-club-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",2127,4.5,"$$",14704283825,"(470) 428-3825",5762.71876929887,33.7646651,-84.3954503,"249 Ivan Allen Jr Blvd","","","Atlanta",30313,"US","GA","tradamerican","American (Traditional)","tradamerican","restaurants"
"GJxFtnTqTiokFedNrW9iDQ","atlanta-breakfast-club-atlanta","Atlanta Breakfast Club","https://s3-media4.fl.yelpcdn.com/bphoto/NkODweIlbl2cgh3uTsF1Jw/o.jpg",FALSE,"https://www.yelp.com/biz/atlanta-breakfast-club-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",2127,4.5,"$$",14704283825,"(470) 428-3825",5762.71876929887,33.7646651,-84.3954503,"249 Ivan Allen Jr Blvd","","","Atlanta",30313,"US","GA","coffee","Coffee & Tea","coffee","food"
"S9NvWyHUPsuYK7ObMV43pA","desta-ethiopian-kitchen-atlanta","Desta Ethiopian Kitchen","https://s3-media2.fl.yelpcdn.com/bphoto/ubdZEz867Suv6ByrMvo15w/o.jpg",FALSE,"https://www.yelp.com/biz/desta-ethiopian-kitchen-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1442,4.5,"$$",14049290011,"(404) 929-0011",6453.9159427647,33.8378954488708,-84.3103913493464,"3086 Briarcliff Rd NE","","","Atlanta",30329,"US","GA","ethiopian","Ethiopian","ethiopian","restaurants"
"S9NvWyHUPsuYK7ObMV43pA","desta-ethiopian-kitchen-atlanta","Desta Ethiopian Kitchen","https://s3-media2.fl.yelpcdn.com/bphoto/ubdZEz867Suv6ByrMvo15w/o.jpg",FALSE,"https://www.yelp.com/biz/desta-ethiopian-kitchen-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1442,4.5,"$$",14049290011,"(404) 929-0011",6453.9159427647,33.8378954488708,-84.3103913493464,"3086 Briarcliff Rd NE","","","Atlanta",30329,"US","GA","desserts","Desserts","desserts","food"
"S9NvWyHUPsuYK7ObMV43pA","desta-ethiopian-kitchen-atlanta","Desta Ethiopian Kitchen","https://s3-media2.fl.yelpcdn.com/bphoto/ubdZEz867Suv6ByrMvo15w/o.jpg",FALSE,"https://www.yelp.com/biz/desta-ethiopian-kitchen-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1442,4.5,"$$",14049290011,"(404) 929-0011",6453.9159427647,33.8378954488708,-84.3103913493464,"3086 Briarcliff Rd NE","","","Atlanta",30329,"US","GA","sandwiches","Sandwiches","sandwiches","restaurants"
"ALYQ-uM_uMkKbkXlhWcgbQ","fat-matts-rib-shack-atlanta","Fat Matt's Rib Shack","https://s3-media4.fl.yelpcdn.com/bphoto/8tUCMpeH0ulH9S0usVYWcA/o.jpg",FALSE,"https://www.yelp.com/biz/fat-matts-rib-shack-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1947,4,"$$",14046071622,"(404) 607-1622",1130.41253653053,33.804595,-84.367137,"1811 Piedmont Ave NE","","","Atlanta",30324,"US","GA","bbq","Barbeque","bbq","restaurants"
"eqFA5BJ5NDjZ4TaUXJazfg","canoe-atlanta-2","Canoe","https://s3-media2.fl.yelpcdn.com/bphoto/wwX71m9rU9kFyCJSXoyFPA/o.jpg",FALSE,"https://www.yelp.com/biz/canoe-atlanta-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1584,4.5,"$$$",17704322663,"(770) 432-2663",9167.34326693552,33.859863,-84.455464,"4199 Paces Ferry Rd SE","","","Atlanta",30339,"US","GA","newamerican","American (New)","newamerican","restaurants"
"eqFA5BJ5NDjZ4TaUXJazfg","canoe-atlanta-2","Canoe","https://s3-media2.fl.yelpcdn.com/bphoto/wwX71m9rU9kFyCJSXoyFPA/o.jpg",FALSE,"https://www.yelp.com/biz/canoe-atlanta-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1584,4.5,"$$$",17704322663,"(770) 432-2663",9167.34326693552,33.859863,-84.455464,"4199 Paces Ferry Rd SE","","","Atlanta",30339,"US","GA","seafood","Seafood","seafood","restaurants"
"eqFA5BJ5NDjZ4TaUXJazfg","canoe-atlanta-2","Canoe","https://s3-media2.fl.yelpcdn.com/bphoto/wwX71m9rU9kFyCJSXoyFPA/o.jpg",FALSE,"https://www.yelp.com/biz/canoe-atlanta-2?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1584,4.5,"$$$",17704322663,"(770) 432-2663",9167.34326693552,33.859863,-84.455464,"4199 Paces Ferry Rd SE","","","Atlanta",30339,"US","GA","breakfast_brunch","Breakfast & Brunch","breakfast_brunch","restaurants"
"z9oCxeqOKp2QMfM24m7bUw","mary-macs-tea-room-atlanta","Mary Mac's Tea Room","https://s3-media2.fl.yelpcdn.com/bphoto/uP62Vd1bJppxT8DZFfYpBA/o.jpg",FALSE,"https://www.yelp.com/biz/mary-macs-tea-room-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",3236,4,"$$",14048761800,"(404) 876-1800",4528.60583587941,33.772832,-84.379998,"224 Ponce De Leon Ave NE","","","Atlanta",30308,"US","GA","southern","Southern","southern","restaurants"
"z9oCxeqOKp2QMfM24m7bUw","mary-macs-tea-room-atlanta","Mary Mac's Tea Room","https://s3-media2.fl.yelpcdn.com/bphoto/uP62Vd1bJppxT8DZFfYpBA/o.jpg",FALSE,"https://www.yelp.com/biz/mary-macs-tea-room-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",3236,4,"$$",14048761800,"(404) 876-1800",4528.60583587941,33.772832,-84.379998,"224 Ponce De Leon Ave NE","","","Atlanta",30308,"US","GA","venues","Venues & Event Spaces","venues","eventservices"
"z9oCxeqOKp2QMfM24m7bUw","mary-macs-tea-room-atlanta","Mary Mac's Tea Room","https://s3-media2.fl.yelpcdn.com/bphoto/uP62Vd1bJppxT8DZFfYpBA/o.jpg",FALSE,"https://www.yelp.com/biz/mary-macs-tea-room-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",3236,4,"$$",14048761800,"(404) 876-1800",4528.60583587941,33.772832,-84.379998,"224 Ponce De Leon Ave NE","","","Atlanta",30308,"US","GA","comfortfood","Comfort Food","comfortfood","restaurants"
"W2uLX3tc3YrhKKxEIPRmAw","georgia-aquarium-atlanta","Georgia Aquarium","https://s3-media4.fl.yelpcdn.com/bphoto/gk6BdrATSGVv6Rk2Yjzscg/o.jpg",FALSE,"https://www.yelp.com/biz/georgia-aquarium-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",2179,4,NA,14045814000,"(404) 581-4000",5911.26103381551,33.7630463019815,-84.3947916838531,"225 Baker St","","","Atlanta",30313,"US","GA","aquariums","Aquariums","aquariums","active"
"Qd6r9d5EcIRY3bWRW7-rBg","heirloom-market-bbq-atlanta","Heirloom Market BBQ","https://s3-media1.fl.yelpcdn.com/bphoto/RTV93fDqdox5j2PveELMNw/o.jpg",FALSE,"https://www.yelp.com/biz/heirloom-market-bbq-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1428,4.5,"$$",17708501008,"(770) 850-1008",11678.0100378228,33.8986473470416,-84.4471785276031,"2243 Akers Mill Rd SE","Ste 110","","Atlanta",30339,"US","GA","bbq","Barbeque","bbq","restaurants"
"Qd6r9d5EcIRY3bWRW7-rBg","heirloom-market-bbq-atlanta","Heirloom Market BBQ","https://s3-media1.fl.yelpcdn.com/bphoto/RTV93fDqdox5j2PveELMNw/o.jpg",FALSE,"https://www.yelp.com/biz/heirloom-market-bbq-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1428,4.5,"$$",17708501008,"(770) 850-1008",11678.0100378228,33.8986473470416,-84.4471785276031,"2243 Akers Mill Rd SE","Ste 110","","Atlanta",30339,"US","GA","desserts","Desserts","desserts","food"
"Qd6r9d5EcIRY3bWRW7-rBg","heirloom-market-bbq-atlanta","Heirloom Market BBQ","https://s3-media1.fl.yelpcdn.com/bphoto/RTV93fDqdox5j2PveELMNw/o.jpg",FALSE,"https://www.yelp.com/biz/heirloom-market-bbq-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1428,4.5,"$$",17708501008,"(770) 850-1008",11678.0100378228,33.8986473470416,-84.4471785276031,"2243 Akers Mill Rd SE","Ste 110","","Atlanta",30339,"US","GA","korean","Korean","korean","restaurants"
"trfQCzNmAgfQLSFUb_6vbA","buttermilk-kitchen-atlanta","Buttermilk Kitchen","https://s3-media3.fl.yelpcdn.com/bphoto/_ysOu9z4jdzcs890TErAOA/o.jpg",FALSE,"https://www.yelp.com/biz/buttermilk-kitchen-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1288,4.5,"$$",16787323274,"(678) 732-3274",6330.82833660227,33.86986,-84.38056,"4225 Roswell Rd NE",NA,"","Atlanta",30342,"US","GA","breakfast_brunch","Breakfast & Brunch","breakfast_brunch","restaurants"
"trfQCzNmAgfQLSFUb_6vbA","buttermilk-kitchen-atlanta","Buttermilk Kitchen","https://s3-media3.fl.yelpcdn.com/bphoto/_ysOu9z4jdzcs890TErAOA/o.jpg",FALSE,"https://www.yelp.com/biz/buttermilk-kitchen-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1288,4.5,"$$",16787323274,"(678) 732-3274",6330.82833660227,33.86986,-84.38056,"4225 Roswell Rd NE",NA,"","Atlanta",30342,"US","GA","southern","Southern","southern","restaurants"
"trfQCzNmAgfQLSFUb_6vbA","buttermilk-kitchen-atlanta","Buttermilk Kitchen","https://s3-media3.fl.yelpcdn.com/bphoto/_ysOu9z4jdzcs890TErAOA/o.jpg",FALSE,"https://www.yelp.com/biz/buttermilk-kitchen-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1288,4.5,"$$",16787323274,"(678) 732-3274",6330.82833660227,33.86986,-84.38056,"4225 Roswell Rd NE",NA,"","Atlanta",30342,"US","GA","newamerican","American (New)","newamerican","restaurants"
"7_A-E-iZJdJ6_scKDcjBEA","jenis-splendid-ice-creams-atlanta","Jeni's Splendid Ice Creams","https://s3-media3.fl.yelpcdn.com/bphoto/TGYRNXF32AqN51gBy4xUiw/o.jpg",FALSE,"https://www.yelp.com/biz/jenis-splendid-ice-creams-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",688,4.5,"$$",14043556050,"(404) 355-6050",4613.12970390429,33.7868764460363,-84.412201855156,"1198 Howell Mill Rd","","","Atlanta",30318,"US","GA","icecream","Ice Cream & Frozen Yogurt","icecream","food"
"a5akxlhWpAF4OiQcAPZTnw","home-grown-atlanta","Home Grown","https://s3-media4.fl.yelpcdn.com/bphoto/61nC_EHsN_7uEU8RQXTEYw/o.jpg",FALSE,"https://www.yelp.com/biz/home-grown-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1168,4.5,"$$",14042220455,"(404) 222-0455",7565.35030329137,33.74686,-84.35588,"968 Memorial Dr SE","","","Atlanta",30316,"US","GA","southern","Southern","southern","restaurants"
"7895YHS5qGu03R-C6aYg9g","the-optimist-atlanta","The Optimist","https://s3-media3.fl.yelpcdn.com/bphoto/IZ4LmQau-9C785hThKGHTw/o.jpg",FALSE,"https://www.yelp.com/biz/the-optimist-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1386,4,"$$$",14044776260,"(404) 477-6260",5054.17149259456,33.77999,-84.41069,"914 Howell Mill Rd",NA,"","Atlanta",30318,"US","GA","seafood","Seafood","seafood","restaurants"
"7895YHS5qGu03R-C6aYg9g","the-optimist-atlanta","The Optimist","https://s3-media3.fl.yelpcdn.com/bphoto/IZ4LmQau-9C785hThKGHTw/o.jpg",FALSE,"https://www.yelp.com/biz/the-optimist-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1386,4,"$$$",14044776260,"(404) 477-6260",5054.17149259456,33.77999,-84.41069,"914 Howell Mill Rd",NA,"","Atlanta",30318,"US","GA","cocktailbars","Cocktail Bars","cocktailbars","bars"
"7895YHS5qGu03R-C6aYg9g","the-optimist-atlanta","The Optimist","https://s3-media3.fl.yelpcdn.com/bphoto/IZ4LmQau-9C785hThKGHTw/o.jpg",FALSE,"https://www.yelp.com/biz/the-optimist-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1386,4,"$$$",14044776260,"(404) 477-6260",5054.17149259456,33.77999,-84.41069,"914 Howell Mill Rd",NA,"","Atlanta",30318,"US","GA","musicvenues","Music Venues","musicvenues","arts"
"7895YHS5qGu03R-C6aYg9g","the-optimist-atlanta","The Optimist","https://s3-media3.fl.yelpcdn.com/bphoto/IZ4LmQau-9C785hThKGHTw/o.jpg",FALSE,"https://www.yelp.com/biz/the-optimist-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",1386,4,"$$$",14044776260,"(404) 477-6260",5054.17149259456,33.77999,-84.41069,"914 Howell Mill Rd",NA,"","Atlanta",30318,"US","GA","musicvenues","Music Venues","musicvenues","nightlife"
"jPXC6g80YPqtku2ykboIUg","fogo-de-chão-brazilian-steakhouse-atlanta-4","Fogo de Chão Brazilian Steakhouse","https://s3-media1.fl.yelpcdn.com/bphoto/y69QR-NmpxO_Js9RkxCbDg/o.jpg",FALSE,"https://www.yelp.com/biz/fogo-de-ch%C3%A3o-brazilian-steakhouse-atlanta-4?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",965,4.5,"$$$",14042669988,"(404) 266-9988",3072.50354166318,33.84063,-84.369487,"3101 Piedmont Rd","","","Atlanta",30305,"US","GA","brazilian","Brazilian","brazilian","restaurants"
"jPXC6g80YPqtku2ykboIUg","fogo-de-chão-brazilian-steakhouse-atlanta-4","Fogo de Chão Brazilian Steakhouse","https://s3-media1.fl.yelpcdn.com/bphoto/y69QR-NmpxO_Js9RkxCbDg/o.jpg",FALSE,"https://www.yelp.com/biz/fogo-de-ch%C3%A3o-brazilian-steakhouse-atlanta-4?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",965,4.5,"$$$",14042669988,"(404) 266-9988",3072.50354166318,33.84063,-84.369487,"3101 Piedmont Rd","","","Atlanta",30305,"US","GA","steak","Steakhouses","steak","restaurants"
"HdOxf-muJnhpBaV_8J65tg","chama-gaucha-brazilian-steakhouse-atlanta","Chama Gaucha Brazilian Steakhouse","https://s3-media2.fl.yelpcdn.com/bphoto/uGGAqMRjS502idec-6bd2w/o.jpg",FALSE,"https://www.yelp.com/biz/chama-gaucha-brazilian-steakhouse-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",584,4.5,"$$$",14048420011,"(404) 842-0011",3710.20941318429,33.8465648266537,-84.3724207539673,"3365 Piedmont Rd NE","Ste 1350","","Atlanta",30305,"US","GA","steak","Steakhouses","steak","restaurants"
"HdOxf-muJnhpBaV_8J65tg","chama-gaucha-brazilian-steakhouse-atlanta","Chama Gaucha Brazilian Steakhouse","https://s3-media2.fl.yelpcdn.com/bphoto/uGGAqMRjS502idec-6bd2w/o.jpg",FALSE,"https://www.yelp.com/biz/chama-gaucha-brazilian-steakhouse-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",584,4.5,"$$$",14048420011,"(404) 842-0011",3710.20941318429,33.8465648266537,-84.3724207539673,"3365 Piedmont Rd NE","Ste 1350","","Atlanta",30305,"US","GA","brazilian","Brazilian","brazilian","restaurants"
"HdOxf-muJnhpBaV_8J65tg","chama-gaucha-brazilian-steakhouse-atlanta","Chama Gaucha Brazilian Steakhouse","https://s3-media2.fl.yelpcdn.com/bphoto/uGGAqMRjS502idec-6bd2w/o.jpg",FALSE,"https://www.yelp.com/biz/chama-gaucha-brazilian-steakhouse-atlanta?adjust_creative=seK3nYThXCT622oUlqHkLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=seK3nYThXCT622oUlqHkLQ",584,4.5,"$$$",14048420011,"(404) 842-0011",3710.20941318429,33.8465648266537,-84.3724207539673,"3365 Piedmont Rd NE","Ste 1350","","Atlanta",30305,"US","GA","venues","Venues & Event Spaces","venues","eventservices"
